Date,TSLA,GM,F,DODGX
2016-02-22,177.74000549316406,24.753446578979492,10.040337562561035,108.34981536865234
2016-02-23,177.2100067138672,24.544593811035156,9.928421974182129,106.53992462158203
2016-02-24,179.0,24.093463897705078,9.656630516052246,107.03350830078125
2016-02-25,187.42999267578125,24.64484214782715,9.904438972473145,108.11375427246094
2016-02-26,190.33999633789062,24.753446578979492,9.968390464782715,108.7790298461914
2016-02-29,191.92999267578125,24.594715118408203,10.0003662109375,107.70597076416016
2016-03-01,186.35000610351562,25.070911407470703,10.464012145996094,110.44585418701172
2016-03-02,188.33999633789062,25.187862396240234,10.5679349899292,111.39014434814453
2016-03-03,195.74000549316406,25.956445693969727,10.823739051818848,112.10551452636719
2016-03-04,201.0399932861328,26.207077026367188,10.86370849609375,112.63485717773438
2016-03-07,205.2899932861328,26.390869140625,10.887687683105469,113.36455535888672
2016-03-08,202.60000610351562,25.630638122558594,10.575926780700684,111.24706268310547
2016-03-09,208.72000122070312,25.833650588989258,10.543951034545898,111.89087677001953
2016-03-10,205.17999267578125,26.07050132751465,10.511975288391113,111.96958923339844
2016-03-11,207.5,26.44269561767578,10.62389087677002,114.55207061767578
2016-03-14,215.14999389648438,26.375028610229492,10.607903480529785,114.07278442382812
2016-03-15,218.33999633789062,26.26505470275879,10.575926780700684,113.67215728759766
2016-03-16,221.92999267578125,26.806434631347656,10.79176139831543,114.22299194335938
2016-03-17,226.3800048828125,27.034822463989258,10.767780303955078,115.09574890136719
2016-03-18,232.74000549316406,27.034822463989258,10.903675079345703,115.72527313232422
2016-03-21,238.32000732421875,27.136335372924805,10.91966438293457,115.93274688720703
2016-03-22,234.24000549316406,26.98406982421875,10.86370849609375,115.68236541748047
2016-03-23,222.5800018310547,26.484989166259766,10.599909782409668,114.57196807861328
2016-03-24,227.75,26.188926696777344,10.440032005310059,114.35195922851562
2016-03-28,230.25999450683594,26.23967933654785,10.464012145996094,114.30061340332031
2016-03-29,230.1300048828125,26.383485794067383,10.551946640014648,114.81401062011719
2016-03-30,226.88999938964844,26.21430206298828,10.671854019165039,115.45938110351562
2016-03-31,229.77000427246094,26.58650016784668,10.79176139831543,115.2613754272461
2016-04-01,237.58999633789062,25.77443504333496,10.472006797790527,115.7894058227539
2016-04-04,246.99000549316406,25.29227638244629,10.23219108581543,115.47404479980469
2016-04-05,255.47000122070312,25.038509368896484,10.208208084106445,113.94857025146484
2016-04-06,265.4200134277344,25.326112747192383,10.248178482055664,115.48872375488281
2016-04-07,257.20001220703125,24.886247634887695,10.008359909057617,113.63321685791016
2016-04-08,250.07000732421875,24.84395408630371,10.032341003417969,114.06591796875
2016-04-11,249.9199981689453,24.97929573059082,10.120274543762207,113.93391418457031
2016-04-12,247.82000732421875,25.131555557250977,10.24018383026123,115.04136657714844
2016-04-13,254.52999877929688,26.036664962768555,10.440032005310059,117.12420654296875
2016-04-14,251.86000061035156,25.985912322998047,10.464012145996094,117.33688354492188
2016-04-15,254.50999450683594,25.85057258605957,10.34410572052002,116.99220275878906
2016-04-18,253.8800048828125,26.484989166259766,10.59191608428955,118.0116195678711
2016-04-19,247.3699951171875,27.043277740478516,10.74379825592041,118.89904022216797
2016-04-20,249.97000122070312,27.229379653930664,10.903675079345703,119.7644271850586
2016-04-21,248.2899932861328,27.626951217651367,10.911670684814453,119.67646026611328
2016-04-22,253.75,27.22092056274414,10.879694938659668,120.04315185546875
2016-04-25,251.82000732421875,27.02635955810547,10.855710983276367,119.66181182861328
2016-04-26,253.74000549316406,27.229379653930664,10.991609573364258,120.0651626586914
2016-04-27,251.47000122070312,27.203998565673828,11.0401029586792,120.27049255371094
2016-04-28,247.7100067138672,27.44085121154785,11.387632369995117,118.86237335205078
2016-04-29,240.75999450683594,26.89948081970215,10.959280967712402,117.70361328125
2016-05-02,241.8000030517578,26.85718536376953,11.007774353027344,118.42967224121094
2016-05-03,232.32000732421875,26.434234619140625,10.854215621948242,116.60350036621094
2016-05-04,222.55999755859375,25.875946044921875,10.757229804992676,115.2467041015625
2016-05-05,211.52999877929688,25.833650588989258,10.765313148498535,114.96070861816406
2016-05-06,214.92999267578125,26.188926696777344,10.862296104431152,115.18802642822266
2016-05-09,208.9199981689453,26.036664962768555,10.765313148498535,114.95333099365234
2016-05-10,208.69000244140625,26.51882553100586,10.902708053588867,116.6255111694336
2016-05-11,208.9600067138672,26.29043197631836,10.765313148498535,115.81140899658203
2016-05-12,207.27999877929688,26.375028610229492,10.789559364318848,115.39335632324219
2016-05-13,207.61000061035156,25.816734313964844,10.684492111206055,114.37396240234375
2016-05-16,208.2899932861328,25.943618774414062,10.765313148498535,115.38605499267578
2016-05-17,204.66000366210938,25.9097843170166,10.619836807250977,114.91667938232422
2016-05-18,211.1699981689453,26.011289596557617,10.635998725891113,115.6207275390625
2016-05-19,215.2100067138672,25.647554397583008,10.579426765441895,115.2467041015625
2016-05-20,220.27999877929688,25.859027862548828,10.660244941711426,116.5374984741211
2016-05-23,216.22000122070312,25.875946044921875,10.611754417419434,116.22213745117188
2016-05-24,217.91000366210938,26.26505470275879,10.74106502532959,117.79894256591797
2016-05-25,219.5800018310547,26.77259635925293,10.926952362060547,119.47108459472656
2016-05-26,225.1199951171875,26.46807289123535,10.878461837768555,119.28041076660156
2016-05-27,223.0399932861328,26.55266571044922,10.870379447937012,120.29251098632812
2016-05-31,223.22999572753906,26.45961570739746,10.902708053588867,120.39518737792969
2016-06-01,219.55999755859375,25.562963485717773,10.595588684082031,120.6298599243164
2016-06-02,218.9600067138672,25.5968017578125,10.676410675048828,121.04788970947266
2016-06-03,218.99000549316406,25.038509368896484,10.539012908935547,119.9037857055664
2016-06-06,220.67999267578125,25.368408203125,10.6521635055542,121.10659790039062
2016-06-07,232.33999633789062,25.571422576904297,10.81380558013916,121.26057434082031
2016-06-08,235.52000427246094,25.331558227539062,10.797640800476074,121.6272964477539
2016-06-09,229.36000061035156,25.151660919189453,10.716819763183594,120.71786499023438
2016-06-10,218.7899932861328,24.894662857055664,10.587508201599121,118.82569885253906
2016-06-13,217.8699951171875,24.91179084777832,10.490520477294922,117.70361328125
2016-06-14,214.9600067138672,24.697628021240234,10.377373695373535,116.72084045410156
2016-06-15,217.6999969482422,24.723325729370117,10.514768600463867,116.83816528320312
2016-06-16,217.92999267578125,24.860393524169922,10.603669166564941,117.10221099853516
2016-06-17,215.47000122070312,25.040292739868164,10.716819763183594,117.10954284667969
2016-06-20,219.6999969482422,25.400089263916016,10.846134185791016,117.98963165283203
2016-06-21,219.61000061035156,25.2801570892334,10.684492111206055,118.66433715820312
2016-06-22,196.66000366210938,25.11739158630371,10.6521635055542,118.31232452392578
2016-06-23,196.39999389648438,25.545724868774414,10.829967498779297,120.53453826904297
2016-06-24,193.14999389648438,24.28642463684082,10.11874771118164,114.28595733642578
2016-06-27,198.5500030517578,23.566829681396484,9.82779312133789,110.94345092773438
2016-06-28,201.7899932861328,23.763864517211914,10.013680458068848,113.12268829345703
2016-06-29,210.19000244140625,24.132226943969727,10.142990112304688,115.72160339355469
2016-06-30,212.27999877929688,24.243595123291016,10.159154891967773,117.20882415771484
2016-07-01,216.5,24.749025344848633,10.280386924743652,117.5769271850586
2016-07-05,213.97999572753906,24.132226943969727,10.021761894226074,115.55963897705078
2016-07-06,214.44000244140625,24.329261779785156,10.159154891967773,116.25906372070312
2016-07-07,215.94000244140625,24.62052345275879,10.304633140563965,116.78179168701172
2016-07-08,216.77999877929688,25.408660888671875,10.579426765441895,118.79907989501953
2016-07-11,224.77999877929688,25.811290740966797,10.724903106689453,119.48375701904297
2016-07-12,224.64999389648438,26.21392250061035,10.870379447937012,121.11083984375
2016-07-13,222.52999877929688,26.2396240234375,10.894624710083008,120.9709701538086
2016-07-14,221.52999877929688,26.35099220275879,10.983528137207031,121.96492004394531
2016-07-15,220.39999389648438,26.359554290771484,10.967364311218262,121.68513488769531
2016-07-18,226.25,26.445219039916992,11.032018661499023,122.05320739746094
2016-07-19,225.25999450683594,26.770751953125,11.032018661499023,121.71456146240234
2016-07-20,228.36000061035156,26.976348876953125,11.104758262634277,122.69373321533203
2016-07-21,220.5,27.438953399658203,11.250237464904785,122.2373046875
2016-07-22,222.27000427246094,27.550317764282227,11.185580253601074,123.15757751464844
2016-07-25,230.00999450683594,27.464649200439453,11.177498817443848,122.95881652832031
2016-07-26,229.50999450683594,27.541757583618164,11.324569702148438,123.4226303100586
2016-07-27,228.49000549316406,27.43038558959961,11.30823040008545,123.08395385742188
2016-07-28,230.61000061035156,26.548019409179688,10.384940147399902,123.3489990234375
2016-07-29,234.7899932861328,27.019189834594727,10.344086647033691,123.4815444946289
2016-08-01,230.00999450683594,26.81358528137207,10.197014808654785,122.9735107421875
2016-08-02,227.1999969482422,25.63996124267578,9.755796432495117,121.92073822021484
2016-08-03,225.7899932861328,25.905519485473633,9.911041259765625,123.11345672607422
2016-08-04,230.61000061035156,25.99118995666504,9.870187759399414,122.92937469482422
2016-08-05,230.02999877929688,26.385257720947266,9.960064888000488,124.76260375976562
2016-08-08,226.16000366210938,26.45378875732422,9.951895713806152,124.87303924560547
2016-08-09,229.0800018310547,26.616552352905273,10.058113098144531,125.12333679199219
2016-08-10,225.64999389648438,26.770751953125,10.009089469909668,124.29873657226562
2016-08-11,224.91000366210938,27.199085235595703,10.058113098144531,125.22642517089844
2016-08-12,225.61000061035156,27.044885635375977,10.074455261230469,125.1895980834961
2016-08-15,225.58999633789062,27.293315887451172,10.15616226196289,126.02153778076172
2016-08-16,223.61000061035156,27.164819717407227,10.082626342773438,125.75650787353516
2016-08-17,223.24000549316406,27.284751892089844,10.123478889465332,125.682861328125
2016-08-18,223.50999450683594,27.027753829956055,10.074455261230469,126.43385314941406
2016-08-19,225.0,27.267620086669922,10.123478889465332,126.35284423828125
2016-08-22,222.92999267578125,27.3018856048584,10.098967552185059,126.1319808959961
2016-08-23,224.83999633789062,27.32758331298828,10.147991180419922,126.44854736328125
2016-08-24,222.6199951171875,27.22478675842285,10.049942016601562,125.74176788330078
2016-08-25,220.9600067138672,27.019189834594727,10.188843727111816,125.49884033203125
2016-08-26,219.99000549316406,27.010622024536133,10.11530876159668,125.50617980957031
2016-08-29,215.1999969482422,27.250486373901367,10.188843727111816,126.26451110839844
2016-08-30,211.33999633789062,27.13055419921875,10.254207611083984,126.44854736328125
2016-08-31,212.00999450683594,27.34471893310547,10.295062065124512,126.01419830322266
2016-09-01,200.77000427246094,27.24192237854004,10.16433334350586,126.18353271484375
2016-09-02,197.77999877929688,27.550317764282227,10.213356018066406,126.99337768554688
2016-09-06,202.8300018310547,27.51605224609375,10.35225772857666,126.91975402832031
2016-09-07,201.7100067138672,27.646089553833008,10.37677001953125,127.22896575927734
2016-09-08,197.36000061035156,27.490041732788086,10.401280403137207,127.53083038330078
2016-09-09,194.47000122070312,26.423728942871094,10.11530876159668,125.05709838867188
2016-09-12,198.3000030517578,27.030574798583984,10.37677001953125,126.84613800048828
2016-09-13,196.0500030517578,26.8225154876709,10.11530876159668,124.67425537109375
2016-09-14,196.41000366210938,26.623123168945312,9.91921329498291,124.29139709472656
2016-09-15,200.4199981689453,26.97856330871582,9.894697189331055,125.63871002197266
2016-09-16,205.39999389648438,26.848520278930664,9.894697189331055,125.020263671875
2016-09-19,206.33999633789062,27.49871063232422,9.894697189331055,125.3515625
2016-09-20,204.63999938964844,27.438026428222656,9.80482292175293,125.31475830078125
2016-09-21,205.22000122070312,27.836809158325195,9.878358840942383,127.16275024414062
2016-09-22,206.42999267578125,28.07954978942871,9.951895713806152,127.83268737792969
2016-09-23,207.4499969482422,27.84547996520996,9.943723678588867,126.9565658569336
2016-09-26,208.99000549316406,27.56806755065918,9.812994956970215,125.682861328125
2016-09-27,205.80999755859375,27.394683837890625,9.788481712341309,126.60590362548828
2016-09-28,206.27000427246094,27.654756546020508,9.878358840942383,127.72823333740234
2016-09-29,200.6999969482422,27.2906551361084,9.780309677124023,126.41388702392578
2016-09-30,204.02999877929688,27.54205894470215,9.862016677856445,127.5141372680664
2016-10-03,213.6999969482422,27.7761287689209,9.886529922485352,127.24091339111328
2016-10-04,211.41000366210938,27.88882827758789,9.968235969543457,127.18183898925781
2016-10-05,208.4600067138672,28.33095932006836,10.197014808654785,128.5700225830078
2016-10-06,201.0,28.200918197631836,10.123478889465332,128.09007263183594
2016-10-07,196.61000061035156,28.03620147705078,10.041770935058594,127.77994537353516
2016-10-10,200.9499969482422,27.871492385864258,9.902870178222656,128.43711853027344
2016-10-11,200.10000610351562,27.646089553833008,9.796650886535645,126.71661376953125
2016-10-12,201.50999450683594,27.46403694152832,9.772139549255371,126.38436889648438
2016-10-13,200.24000549316406,27.316661834716797,9.73128604888916,125.58690643310547
2016-10-14,196.50999450683594,27.628753662109375,9.73128604888916,125.63858032226562
2016-10-17,193.9600067138672,27.36000633239746,9.706771850585938,125.04048919677734
2016-10-18,199.10000610351562,27.22130012512207,9.714943885803223,126.50990295410156
2016-10-19,203.55999755859375,27.611412048339844,9.812994956970215,127.3590316772461
2016-10-20,199.10000610351562,27.524721145629883,9.780309677124023,127.77252960205078
2016-10-21,200.08999633789062,27.7761287689209,9.821163177490234,127.94239044189453
2016-10-24,202.75999450683594,28.591032028198242,9.960064888000488,128.42234802246094
2016-10-25,202.33999633789062,27.394683837890625,9.802887916564941,127.74301147460938
2016-10-26,202.24000549316406,27.377344131469727,9.827704429626465,127.80207824707031
2016-10-27,204.00999450683594,27.160612106323242,9.711889266967773,127.52149200439453
2016-10-28,199.97000122070312,27.15194320678711,9.695344924926758,127.42552185058594
2016-10-31,197.72999572753906,27.394683837890625,9.711889266967773,127.18183898925781
2016-11-01,190.7899932861328,27.2906551361084,9.60434627532959,126.66497039794922
2016-11-02,188.02000427246094,27.264644622802734,9.430625915527344,126.05207061767578
2016-11-03,187.4199981689453,26.935213088989258,9.389263153076172,125.74933624267578
2016-11-04,190.55999755859375,27.01323890686035,9.38099193572998,125.6238021850586
2016-11-07,193.2100067138672,27.758792877197266,9.579530715942383,128.6734161376953
2016-11-08,194.94000244140625,27.507383346557617,9.496804237365723,129.21981811523438
2016-11-09,190.05999755859375,26.839853286743164,9.579530715942383,132.8232421875
2016-11-10,185.35000610351562,28.374303817749023,9.877338409423828,134.54367065429688
2016-11-11,188.55999755859375,29.492630004882812,10.158604621887207,134.86117553710938
2016-11-14,181.4499969482422,28.851110458374023,9.976612091064453,136.41920471191406
2016-11-15,183.77000427246094,28.981149673461914,9.960063934326172,137.32745361328125
2016-11-16,183.92999267578125,28.80776023864746,9.926976203918457,136.5078125
2016-11-17,188.66000366210938,28.972476959228516,9.819430351257324,137.3643798828125
2016-11-18,185.02000427246094,28.608369827270508,9.728434562683105,136.958251953125
2016-11-21,184.52000427246094,28.617036819458008,9.753252029418945,137.8221435546875
2016-11-22,191.1699981689453,29.31058120727539,9.835977554321289,137.91078186035156
2016-11-23,193.13999938964844,29.353923797607422,9.84424877166748,138.49412536621094
2016-11-25,196.64999389648438,29.692020416259766,9.960063934326172,138.87808227539062
2016-11-28,196.1199951171875,29.518634796142578,9.860794067382812,137.54156494140625
2016-11-29,189.57000732421875,29.969436645507812,9.860794067382812,138.0363311767578
2016-11-30,189.39999389648438,29.93475914001465,9.893885612487793,139.4171142578125
2016-12-01,181.8800048828125,31.5819034576416,10.282691955566406,139.7789306640625
2016-12-02,181.47000122070312,30.697656631469727,10.12551498413086,139.2103271484375
2016-12-05,186.8000030517578,30.618778228759766,10.29096508026123,140.61329650878906
2016-12-06,185.85000610351562,30.73270606994629,10.390233039855957,141.29269409179688
2016-12-07,193.14999389648438,31.81058120727539,10.803858757019043,143.19769287109375
2016-12-08,192.2899932861328,31.915742874145508,10.77903938293457,143.54473876953125
2016-12-09,192.17999267578125,33.00238037109375,10.894855499267578,143.83274841308594
2016-12-12,192.42999267578125,32.51164627075195,10.605319023132324,142.629150390625
2016-12-13,198.14999389648438,32.73948287963867,10.563956260681152,143.68505859375
2016-12-14,198.69000244140625,31.503870010375977,10.365416526794434,142.93927001953125
2016-12-15,197.5800018310547,31.758005142211914,10.406778335571289,143.68505859375
2016-12-16,202.49000549316406,31.87192153930664,10.448141098022461,142.65130615234375
2016-12-19,202.72999572753906,31.898218154907227,10.4729585647583,142.77682495117188
2016-12-20,208.7899932861328,32.08224105834961,10.57222843170166,143.60887145996094
2016-12-21,207.6999969482422,31.915742874145508,10.456414222717285,143.3790283203125
2016-12-22,208.4499969482422,31.276020050048828,10.257874488830566,142.96531677246094
2016-12-23,213.33999633789062,31.276020050048828,10.307511329650879,143.21043395996094
2016-12-27,219.52999877929688,31.144569396972656,10.249602317810059,143.57821655273438
2016-12-28,219.74000549316406,30.802810668945312,10.133787155151367,142.15318298339844
2016-12-29,214.67999267578125,30.794042587280273,10.117240905761719,141.71646118164062
2016-12-30,213.69000244140625,30.531145095825195,10.034518241882324,141.20314025878906
2017-01-03,216.99000549316406,30.802810668945312,10.415051460266113,142.5898895263672
2017-01-04,226.99000549316406,32.50288391113281,10.894855499267578,143.79275512695312
2017-01-05,226.75,31.889448165893555,10.563956260681152,143.51695251464844
2017-01-06,229.00999450683594,31.538917541503906,10.555683135986328,143.8080596923828
2017-01-09,231.27999877929688,31.556442260742188,10.448141098022461,143.1721649169922
2017-01-10,229.8699951171875,32.73072052001953,10.630135536193848,143.670166015625
2017-01-11,229.72999572753906,33.25651550292969,10.481230735778809,144.12985229492188
2017-01-12,229.58999633789062,32.870933532714844,10.415051460266113,143.49395751953125
2017-01-13,237.75,32.72195816040039,10.448141098022461,144.03024291992188
2017-01-17,235.5800018310547,32.6956672668457,10.431594848632812,142.72010803222656
2017-01-18,238.36000061035156,32.83588409423828,10.389735221862793,143.07257080078125
2017-01-19,243.75999450683594,32.68690872192383,10.406479835510254,142.66651916503906
2017-01-20,244.72999572753906,32.43277359008789,10.347875595092773,142.8350372314453
2017-01-23,248.9199981689453,32.11730194091797,10.306015014648438,142.47494506835938
2017-01-24,254.61000061035156,32.42400360107422,10.557177543640137,143.9230194091797
2017-01-25,254.47000122070312,33.54570388793945,10.707873344421387,145.2101287841797
2017-01-26,252.50999450683594,32.87969970703125,10.356245994567871,145.50894165039062
2017-01-27,252.9499969482422,32.43277359008789,10.456711769104004,145.3863525390625
2017-01-30,250.6300048828125,31.836872100830078,10.356245994567871,144.36737060546875
2017-01-31,251.92999267578125,32.08224105834961,10.347875595092773,144.42098999023438
2017-02-01,249.24000549316406,31.670368194580078,10.314386367797852,144.42098999023438
2017-02-02,251.5500030517578,31.31107521057129,10.280900955200195,143.63955688476562
2017-02-03,251.3300018310547,31.836872100830078,10.515317916870117,145.4093475341797
2017-02-06,257.7699890136719,32.27504348754883,10.481829643249512,144.7581024169922
2017-02-07,257.4800109863281,30.758989334106445,10.331131935119629,144.5972137451172
2017-02-08,262.0799865722656,30.794042587280273,10.364620208740234,144.54359436035156
2017-02-09,269.20001220703125,30.74146842956543,10.364620208740234,145.9456787109375
2017-02-10,269.2300109863281,30.82033920288086,10.473456382751465,146.29042053222656
2017-02-13,280.6000061035156,31.127044677734375,10.515317916870117,147.01060485839844
2017-02-14,280.9800109863281,32.63433074951172,10.590664863586426,148.07557678222656
2017-02-15,279.760009765625,32.494117736816406,10.573921203613281,149.0639190673828
2017-02-16,268.95001220703125,32.45030212402344,10.498573303222656,148.7957763671875
2017-02-17,272.2300109863281,32.616798400878906,10.532061576843262,148.81875610351562
2017-02-21,277.3900146484375,33.13383483886719,10.624151229858398,149.69984436035156
2017-02-22,273.510009765625,33.160125732421875,10.60740852355957,149.4010467529297
2017-02-23,255.99000549316406,32.643096923828125,10.515317916870117,149.33975219726562
2017-02-24,257.0,32.33638000488281,10.439969062805176,148.83409118652344
2017-02-27,246.22999572753906,32.66061782836914,10.599037170410156,149.3014373779297
2017-02-28,249.99000549316406,32.28379440307617,10.490199089050293,148.74978637695312
2017-03-01,250.02000427246094,32.80083465576172,10.624151229858398,151.46200561523438
2017-03-02,250.47999572753906,33.09001541137695,10.599037170410156,150.09059143066406
2017-03-03,251.57000732421875,33.50189208984375,10.590664863586426,150.5196075439453
2017-03-06,251.2100067138672,33.22146224975586,10.481829643249512,149.9219970703125
2017-03-07,248.58999633789062,32.87969970703125,10.431596755981445,149.1711883544922
2017-03-08,246.8699951171875,32.994781494140625,10.490199089050293,148.8570556640625
2017-03-09,244.89999389648438,32.605262756347656,10.465084075927734,149.14056396484375
2017-03-10,243.69000244140625,32.605262756347656,10.490199089050293,149.4010467529297
2017-03-13,246.1699981689453,32.64066696166992,10.498573303222656,149.63856506347656
2017-03-14,258.0,32.72034454345703,10.506942749023438,149.22482299804688
2017-03-15,255.72999572753906,32.83543395996094,10.590664863586426,150.14419555664062
2017-03-16,262.04998779296875,32.82658386230469,10.632527351379395,150.28211975097656
2017-03-17,261.5,32.16261672973633,10.448341369628906,149.77645874023438
2017-03-20,261.9200134277344,31.613731384277344,10.280900955200195,149.09458923339844
2017-03-21,250.67999267578125,30.586793899536133,9.81206226348877,146.1754913330078
2017-03-22,255.00999450683594,30.44515037536621,9.853925704956055,146.43597412109375
2017-03-23,254.77999877929688,30.330059051513672,9.770200729370117,146.32106018066406
2017-03-24,263.1600036621094,30.595645904541016,9.728341102600098,146.24444580078125
2017-03-27,270.2200012207031,30.728443145751953,9.594388961791992,146.01463317871094
2017-03-28,277.45001220703125,31.480937957763672,9.753458023071289,147.3990478515625
2017-03-29,277.3800048828125,31.463233947753906,9.77857494354248,147.72679138183594
2017-03-30,277.9200134277344,31.348148345947266,9.77857494354248,148.64761352539062
2017-03-31,278.29998779296875,31.30388069152832,9.745086669921875,148.2418670654297
2017-04-03,298.5199890136719,30.250385284423828,9.577643394470215,147.82041931152344
2017-04-04,303.70001220703125,30.33891487121582,9.519041061401367,148.0623321533203
2017-04-05,295.0,30.099884033203125,9.426949501037598,147.08685302734375
2017-04-06,298.70001220703125,30.241533279418945,9.435321807861328,147.75799560546875
2017-04-07,302.5400085449219,29.84315299987793,9.401833534240723,147.45364379882812
2017-04-10,312.3900146484375,30.073328018188477,9.41857624053955,147.37562561035156
2017-04-11,308.7099914550781,30.02906036376953,9.443693161010742,147.2273406982422
2017-04-12,296.8399963378906,30.046764373779297,9.401833534240723,146.4937744140625
2017-04-13,304.0,29.559852600097656,9.30136775970459,145.14370727539062
2017-04-17,301.44000244140625,30.011356353759766,9.443693161010742,146.4157257080078
2017-04-18,300.25,29.825439453125,9.452177047729492,145.4480743408203
2017-04-19,305.5199890136719,29.913976669311523,9.494601249694824,145.37002563476562
2017-04-20,302.510009765625,30.18841552734375,9.732178688049316,146.89175415039062
2017-04-21,305.6000061035156,29.878562927246094,9.621875762939453,146.02552795410156
2017-04-24,308.0299987792969,30.02020835876465,9.698238372802734,148.10914611816406
2017-04-25,313.7900085449219,30.091033935546875,9.740662574768066,149.10809326171875
2017-04-26,310.1700134277344,30.43629264831543,9.84248161315918,149.24855041503906
2017-04-27,308.6300048828125,30.577943801879883,9.732178688049316,149.37339782714844
2017-04-28,314.07000732421875,30.66646957397461,9.732178688049316,148.84271240234375
2017-05-01,322.8299865722656,30.276939392089844,9.689753532409668,149.3343963623047
2017-05-02,318.8900146484375,29.39165496826172,9.265509605407715,149.58409118652344
2017-05-03,311.0199890136719,29.6395320892334,9.392782211303711,148.74130249023438
2017-05-04,295.4599914550781,29.347389221191406,9.33338737487793,148.9051513671875
2017-05-05,308.3500061035156,29.89626121520996,9.452177047729492,149.72457885742188
2017-05-08,307.19000244140625,30.073328018188477,9.443693161010742,149.5294647216797
2017-05-09,321.260009765625,30.330059051513672,9.469147682189941,149.6230926513672
2017-05-10,325.2200012207031,30.303499221801758,9.367328643798828,149.8260040283203
2017-05-11,323.1000061035156,30.197261810302734,9.341872215270996,149.18609619140625
2017-05-12,324.80999755859375,29.763469696044922,9.265509605407715,149.03001403808594
2017-05-15,315.8800048828125,29.940532684326172,9.282477378845215,150.03672790527344
2017-05-16,317.010009765625,29.586414337158203,9.282477378845215,150.14599609375
2017-05-17,306.1099853515625,28.70112419128418,9.12975025177002,146.63424682617188
2017-05-18,313.05999755859375,28.745389938354492,9.155204772949219,146.9854278564453
2017-05-19,310.8299865722656,28.96671485900879,9.22308349609375,147.93746948242188
2017-05-22,310.3500061035156,29.143766403198242,9.41823673248291,148.6320343017578
2017-05-23,303.8599853515625,29.409358978271484,9.375812530517578,149.13150024414062
2017-05-24,310.2200012207031,29.39165496826172,9.29944896697998,149.3343963623047
2017-05-25,316.8299865722656,28.860477447509766,9.214599609375,149.46705627441406
2017-05-26,325.1400146484375,29.276565551757812,9.273993492126465,149.49826049804688
2017-05-30,335.1000061035156,29.68379783630371,9.401266098022461,149.02223205566406
2017-05-31,341.010009765625,30.037918090820312,9.435208320617676,148.7178955078125
2017-06-01,340.3699951171875,30.48055648803711,9.681270599365234,149.88848876953125
2017-06-02,339.8500061035156,30.498266220092773,9.630361557006836,150.13037109375
2017-06-05,347.32000732421875,30.507116317749023,9.545512199401855,149.59970092773438
2017-06-06,352.8500061035156,30.48055648803711,9.435208320617676,149.00660705566406
2017-06-07,359.6499938964844,30.74015998840332,9.392782211303711,149.1158905029297
2017-06-08,370.0,30.534265518188477,9.41823673248291,149.22511291503906
2017-06-09,357.32000732421875,30.74015998840332,9.443693161010742,149.9508819580078
2017-06-12,359.010009765625,31.044517517089844,9.570965766906738,150.21621704101562
